post_id,date,text,s3,tags,img_old_src
122258997947,2015-06-23,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/122258997947.jpg ""> 
<div class=""caption"">
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a></p> 
</div>",yes,idaho; history; vintage; postcards; picnics; picnic; summer; travel,../../media/122258997947.jpg 
122343346817,2015-06-24,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/122343346817.jpg ""> 
<div class=""caption"">
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1952/index.html"" target=""_blank"">1952 Gem of the Mountains Digital Yearbook</a></p> 
</div>",yes,vitnage; history; idaho; uidaho; university of idaho; deer; elk; hunting; 1950s,../../media/122343346817.jpg 
122427200592,2015-06-25,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/122427200592.jpg ""> 
<div class=""caption"">
 <p> <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">F</a>rom the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a> <br></p> 
</div>",yes,history; vintage; montana; idaho; travel,../../media/122427200592.jpg 
122511092724,2015-06-26,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/122511092724.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1952/index.html"" target=""_blank"">1952 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,shenanigans; idaho; history; vintage; bus; university of idaho,../../media/122511092724.jpg 
122597764411,2015-06-27,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/122597764411.jpg ""> 
<div class=""caption"">
 <p>Are you visiting Idaho on your summer vacation? Don’t forget to visit the Idaho State Capitol building in Boise, Idaho.</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a></p> 
</div>",yes,boise; idaho; history; vintage; postcards; capitol; government,../../media/122597764411.jpg 
122682279124,2015-06-28,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/122682279124.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1952/index.html"" target=""_blank"">1952 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,football; college football; idaho; idaho vandals; vintage; history; vintage sports; 1950s,../../media/122682279124.jpg 
122771645469,2015-06-29,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/122771645469.jpg ""> 
<div class=""caption"">
 <p>Are you visiting Idaho on your summer vacation? Don’t forget to visit Stanley Lake and the Sawtooth Mountains in Central Idaho.</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a></p> 
</div>",yes,idaho; vintage; history; travel; summer; mountains; lakes; summer vacation; postcards,../../media/122771645469.jpg 
122860512533,2015-06-30,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/122860512533.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1952/index.html"" target=""_blank"">1952 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; sports; vintage sports; boxing; idaho; uidaho; university of idaho,../../media/122860512533.jpg 
122949769089,2015-07-01,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/122949769089.jpg ""> 
<div class=""caption"">
 <p>Are you visiting Idaho on your summer vacation? Don’t forget to visit <a href=""http://www.nps.gov/crmo/index.htm"" target=""_blank"">Craters of the Moon National Monument and Preserve</a>.</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a></p> 
</div>",yes,travel; summer; vintage; history; idaho; craters of the moon; national parks; national monuments; summer vacation,../../media/122949769089.jpg 
123038309022,2015-07-02,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123038309022.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1952/index.html"" target=""_blank"">1952 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,presented without comment; lucky brand; lucky; student life; 1950s; vintage; history; idaho; uidaho; university of idaho,../../media/123038309022.jpg 
123124300475,2015-07-03,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123124300475.jpg ""> 
<div class=""caption"">
 <p>Are you visiting Idaho on your summer vacation? Don’t forget to visit the <a href=""https://en.wikipedia.org/?title=Old_Mission_State_Park"" target=""_blank"">Old Mission State Park</a> in Northern Idaho.</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a></p> 
</div>",yes,travel; summer; summer vacation; history; vintage; state parks; old mission state park; cataldo; cataldo mission; idaho; northern idaho; missions; buildings,../../media/123124300475.jpg 
123207552432,2015-07-04,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123207552432.jpg ""> 
<div class=""caption"">
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1970-71/"" target=""_blank"">1970-71 Gem of the Mountains Digital Yearbook</a></p> 
</div>",yes,vintage; history; yearbooks; idaho; 1970s,../../media/123207552432.jpg 
123287864702,2015-07-05,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123287864702.jpg ""> 
<div class=""caption"">
 <p>Are you visiting Idaho on your summer vacation? Don’t forget to visit historic downtown Boise.</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a></p> 
</div>",yes,boise; idaho; history; vintage; postcards; hotel boise; travel; summer; summer vacation,../../media/123287864702.jpg 
123377579772,2015-07-06,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123377579772.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1970-71/"" target=""_blank"">1970-71 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; 1970s; idaho; uidaho; university of idaho; art; art school; art studios; artists; cat food; vintage cat food!,../../media/123377579772.jpg 
123467828229,2015-07-07,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123467828229.jpg ""> 
<div class=""caption"">
 <p>Are you visiting Idaho on your summer vacation? Don’t forget to visit the White Cloud Mountains.&nbsp;</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a></p> 
</div>",yes,idaho; travel; history; vintage; postcards; mountains; white cloud mountains; summer; summer vacation; hiking; adventure,../../media/123467828229.jpg 
123557306900,2015-07-08,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123557306900.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1970-71/"" target=""_blank"">1970-71 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,marching band; marching bands; idaho; uidaho; university of idaho; vintage; history; 1970s; football; college football,../../media/123557306900.jpg 
123646361947,2015-07-09,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123646361947.jpg ""> 
<div class=""caption"">
 <p>Are you visiting Idaho on your summer vacation? Don’t forget to visit the Stanley, Idaho.&nbsp;</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a></p> 
</div>",yes,vintage; history; idaho; travel; summer; summer vacation; stanley idaho; mountains,../../media/123646361947.jpg 
123732672652,2015-07-10,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123732672652.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1977/"" target=""_blank"">1977 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho; photography,../../media/123732672652.jpg 
123814328999,2015-07-11,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123814328999.jpg ""> 
<div class=""caption"">
 <p>During the August of 1910, a massive wildfire destroyed three million acres of land in Washington, Idaho, and Montana. The <a href=""https://en.wikipedia.org/wiki/Great_Fire_of_1910"" target=""_blank"">Great Fire of 1910</a> is believed to be the largest, although not the deadliest, forest fire in U.S. history. Smoke from the fair was said to be seen as far east as New York and as far south as Denver, Colorado.&nbsp;</p>
 <p>Seven small towns in Idaho and Montana were completely destroyed by the fire, and one third of Wallace, Idaho burned to the ground. <a href=""http://www.lib.uidaho.edu/digital/bigburn/index.html"" target=""_blank"">The Big Burn Collection</a>, a digital exhibition of materials related to the Big Burn fires of 1910, contains many startling images of the destruction.&nbsp;</p>
 <p>From the&nbsp;<a href=""http://www.lib.uidaho.edu/digital/bigburn/index.html"" target=""_blank"">Big Burn Collection</a> </p> 
</div>",yes,idaho; history; big burn; forest fires; great fire of 1910; wallace idaho; wallace; vintage; photography,../../media/123814328999.jpg 
123896609844,2015-07-12,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123896609844.jpg ""> 
<div class=""caption"">
 <p>Are you visiting Idaho on your summer vacation? Don’t forget to visit Twin Falls, Idaho.</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a></p> 
</div>",yes,twin falls; idaho; history; vintage; bridges; postcards; travel; summer; summer vacation,../../media/123896609844.jpg 
123986756194,2015-07-13,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/123986756194.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1970-71/"" target=""_blank"">1970-71 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho; 1970s; art; art school; paintings; art class; classes; student life,../../media/123986756194.jpg 
124075119909,2015-07-14,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124075119909.jpg ""> 
<div class=""caption"">
 <p>Are you planning on visiting Idaho during your summer vacation? Don’t forget to visit Lake <a href=""https://en.wikipedia.org/wiki/Lake_Pend_Oreille"" target=""_blank"">Pend Oreille</a>!</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a></p> 
</div>",yes,summer; summer vacation; road trip; idaho; north idaho; lake pend oreille; lakes; postcards; vintage,../../media/124075119909.jpg 
124161882112,2015-07-15,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124161882112.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1938/"" target=""_blank"">1938 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; vintage fashion; history; 1930s; 1930s fashion; 1930s style; style; idaho; uidaho; university of idaho; portraits; vintage portrait; photography; vintage photography,../../media/124161882112.jpg 
124248304640,2015-07-16,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124248304640.jpg ""> 
<div class=""caption"">
 <p>Planning on visiting Idaho on your summer vacation? Don’t forget to visit <a href=""https://en.wikipedia.org/wiki/Moscow,_Idaho"" target=""_blank"">Moscow, Idaho</a>.</p>
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a> <br></p> 
</div>",yes,vintage; history; summer; summer vacation; road trips; moscow idaho; idaho; postcards; postcard,../../media/124248304640.jpg 
124333099333,2015-07-17,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124333099333.jpg ""> 
<div class=""caption"">
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1938/"" target=""_blank"">1938 Gem of the Mountains Digital Yearbook</a></p> 
</div>",yes,vintage; history; idaho; university of idaho; uidaho; yearbooks; 1930s,../../media/124333099333.jpg 
124413576928,2015-07-18,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124413576928.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1977/"" target=""_blank"">1977 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; university of idaho; uidaho; vintage fashion; 1970s; 1970s fashion; student life; college; university; classrooms; classroom,../../media/124413576928.jpg 
124494262427,2015-07-19,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124494262427.jpg ""> 
<div class=""caption"">
 <blockquote>
  <p>ASUI President</p>
  <p>John V. Banks, elected student body president last year, is a major in chemical engineering from Coulee Dam, Washington. John, whose father is head of the Coulee Dam construction project, is following in his father’s footsteps. He is a member of Sigma Alpha Epsilon, social fraternity; Sigma Tau, engineering honorary; and Scabbard and Blade, national military honorary. President Banks has been one of the most popular student body presidents, and has discharged the duties of his office with great efficiency.</p>
 </blockquote>
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1938/"" target=""_blank"">1938 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; vintage fashion; 1930s fashion; idaho; university of idaho; uidaho; idaho vandals; student body president; student life; grand coulee; coulee dam,../../media/124494262427.jpg 
124581515055,2015-07-20,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124581515055.jpg ""> 
<div class=""caption"">
 <p>During the August of 1910, a massive wildfire destroyed three million acres of land in Washington, Idaho, and Montana. The <a href=""https://en.wikipedia.org/wiki/Great_Fire_of_1910"" target=""_blank"">Great Fire of 1910</a> is believed to be the largest, although not the deadliest, forest fire in U.S. history. Smoke from the fair was said to be seen as far east as New York and as far south as Denver, Colorado. </p>
 <p>Seven small towns in Idaho and Montana were completely destroyed by the fire, and one third of Wallace, Idaho burned to the ground. <a href=""http://www.lib.uidaho.edu/digital/bigburn/index.html"" target=""_blank"">The Big Burn Collection</a>, a digital exhibition of materials related to the Big Burn fires of 1910, contains many startling images of the destruction. </p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/bigburn/index.html"" target=""_blank"">Big Burn Collection</a></p> 
</div>",yes,forest fires; great fire of 1910; vintage; history; idaho; wallace idaho; wallace; photography,../../media/124581515055.jpg 
124669410395,2015-07-21,"<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124669410395_0.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124669410395_1.jpg""> </p> 
<div class=""caption"">
 <p>The ASUI Kibbie Dome was awarded America’s Outstanding Structural Engineering Achievement Award for 1976 by the American Society of Civil Engineers. Previous winners of the award include Cape Canaveral and the St. Louis’ Golden Arch.&nbsp;</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1977/"" target=""_blank"">1977 Gem of the Mountains Digital Yearbook</a></p> 
</div>",yes;yes,vintage; history; idaho; uidaho; university of idaho; kibbie dome; dome; football; college football; engineering; civil engineering; awards,../../media/124669410395_1.jpg ;../../media/124669410395_2.jpg 
124756159994,2015-07-22,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124756159994.jpg ""> 
<div class=""caption"">
 <p>Planning on visiting Idaho on your summer vacation? Don’t forget to have some fun on <a href=""https://en.wikipedia.org/wiki/Lake_Coeur_d%27Alene"" target=""_blank"">Lake Coeur d’Alene</a>!</p>
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a> <br></p> 
</div>",yes,idaho; history; vintage; postcards; vintage postcards; postcard; lakes; sports; water sports; travel; summer; summer vacation; road trips,../../media/124756159994.jpg 
124842671857,2015-07-23,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124842671857.jpg ""> 
<div class=""caption"">
 <p>During the August of 1910, a massive wildfire destroyed three million acres of land in Washington, Idaho, and Montana. The <a href=""https://en.wikipedia.org/wiki/Great_Fire_of_1910"" target=""_blank"">Great Fire of 1910</a> is believed to be the largest, although not the deadliest, forest fire in U.S. history. Smoke from the fair was said to be seen as far east as New York and as far south as Denver, Colorado. </p>
 <p>Seven small towns in Idaho and Montana were completely destroyed by the fire, and one third of Wallace, Idaho burned to the ground. <a href=""http://www.lib.uidaho.edu/digital/bigburn/index.html"" target=""_blank"">The Big Burn Collection</a>, a digital exhibition of materials related to the Big Burn fires of 1910, contains many startling images of the destruction. </p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/bigburn/index.html"" target=""_blank"">Big Burn Collection</a></p> 
</div>",yes,forest fires; great fire of 1910; idaho; wallace; wallace idaho; vintage; history; photography,../../media/124842671857.jpg 
124927180255,2015-07-24,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/124927180255.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1977/"" target=""_blank"">1977 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; photography; palouse; idaho; washington; eastern washington; university of idaho; uidaho,../../media/124927180255.jpg 
125008179000,2015-07-25,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125008179000.jpg ""> 
<div class=""caption"">
 <p>Planning on visiting Idaho on your summer vacation? Don’t forget to stop and see <a href=""http://www.visitidaho.org/attraction/natural-attractions/shoshone-falls/"" target=""_blank"">Shoshone Falls</a>!&nbsp;</p>
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a> <br></p> 
</div>",yes,vintage; history; shoshone falls; twin falls; idaho; travel; summer; summer vacations; summer vacation; road trips; waterfalls; postcard; postcards; vintage postcards,../../media/125008179000.jpg 
125089116019,2015-07-26,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125089116019.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1977/"" target=""_blank"">1977 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; university of idaho; uidaho; photography; train tracks; railroads; churches; campus,../../media/125089116019.jpg 
125177292898,2015-07-27,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125177292898.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1938/"" target=""_blank"">1938 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage fashion; 1930s fashion; 1930s; history; vintage; idaho; uidaho; university of idaho,../../media/125177292898.jpg 
125264745143,2015-07-28,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125264745143.jpg ""> 
<div class=""caption"">
 <p>During the August of 1910, a massive wildfire destroyed three million acres of land in Washington, Idaho, and Montana. The <a href=""https://en.wikipedia.org/wiki/Great_Fire_of_1910"" target=""_blank"">Great Fire of 1910</a> is believed to be the largest, although not the deadliest, forest fire in U.S. history. Smoke from the fair was said to be seen as far east as New York and as far south as Denver, Colorado. </p>
 <p>Seven small towns in Idaho and Montana were completely destroyed by the fire, and one third of Wallace, Idaho burned to the ground. <a href=""http://www.lib.uidaho.edu/digital/bigburn/index.html"" target=""_blank"">The Big Burn Collection</a>, a digital exhibition of materials related to the Big Burn fires of 1910, contains many startling images of the destruction. </p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/bigburn/index.html"" target=""_blank"">Big Burn Collection</a></p> 
</div>",yes,forest fires; vintage; history; idaho; wallace idaho; photography; great fire of 1910,../../media/125264745143.jpg 
125351247572,2015-07-29,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125351247572.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1977/"" target=""_blank"">1977 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho; student life; 1970s; photography,../../media/125351247572.jpg 
125436906747,2015-07-30,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125436906747.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1938/"" target=""_blank"">1938 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; university of idaho; uidaho; idaho vandals; 1930s,../../media/125436906747.jpg 
125522121257,2015-07-31,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125522121257.jpg ""> 
<div class=""caption"">
 <p>John Yarno first team All-American, 1976</p>
 <blockquote>
  <p>Vandal jersey, number 56, will not be worn by U of I football players again, as it has been retired in honor of John Yarno.&nbsp;</p>
  <p>John Yarno is the first U of I football player to join the Associated Press’ first team All-American squad. Yarno, a 6′5″, 245 pound senior from Spokane, was also named amateur athlete of the year by the Greater Spokane Sports Association. John is also the first lineman ever named Big Sky Conference Player of the Year.</p>
 </blockquote>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1977/"" target=""_blank"">1977 Gem of the Mountains Digital Yearbook</a></p> 
</div>",yes,football; college football; idaho; uidaho; university of idaho; idaho vandals; moscow idaho; john yarno; all american; all american football,../../media/125522121257.jpg 
125601497590,2015-08-01,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125601497590.jpg ""> 
<div class=""caption"">
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1938/"" target=""_blank"">1938 Gem of the Mountains Digital Yearbook</a></p> 
</div>",yes,vintage; vintage fashion; 1930s fashion; history; idaho; uidaho; university of idaho,../../media/125601497590.jpg 
125680563663,2015-08-02,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125680563663.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1938/"" target=""_blank"">1938 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; vintage fashion; 1930s; 1930s fashion; idaho; uidaho; university of idaho,../../media/125680563663.jpg 
125765420211,2015-08-03,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125765420211.jpg ""> 
<div class=""caption"">
 <p>Planning on visiting Idaho on your summer vacation? Don’t forget to have some fun on <a href=""http://www.visitidaho.org/attraction/lakes-rivers/payette-lake/"" target=""_blank"">Payette Lake</a>!&nbsp;</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a> </p> 
</div>",yes,idaho; travel; summer vacation; summer; road trip; sailboat; boats; vintage; history; postcards; lakes; water sports,../../media/125765420211.jpg 
125850790250,2015-08-04,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125850790250.jpg ""> 
<div class=""caption"">
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a><br></p> 
</div>",yes,idaho; vintage; history; postcard; postcards,../../media/125850790250.jpg 
125935341301,2015-08-05,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/125935341301.jpg ""> 
<div class=""caption"">
 <p>Planning on visiting Idaho on your summer vacation? Don’t forget to visit <a href=""https://en.wikipedia.org/wiki/Moscow,_Idaho"" target=""_blank"">Moscow, Idaho</a>!</p>
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/postcards/"" target=""_blank"">Northwest Historical Postcards Collection</a> </p> 
</div>",yes,idaho; moscow idaho; vintage; history; postcards; postcard; photography; vintage photography,../../media/125935341301.jpg 
126018932768,2015-08-06,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126018932768.jpg ""> 
<div class=""caption"">
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1934/"" target=""_blank"">1934 Gem of the Mountains Digital Yearbook</a></p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho; 1930s,../../media/126018932768.jpg 
126101634645,2015-08-07,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126101634645.jpg ""> 
<div class=""caption"">
 <p> From the&nbsp;<a href=""http://www.lib.uidaho.edu/digital/gem/1934/"" target=""_blank"">1934 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho; women; engineers; women engineers; 1930s,../../media/126101634645.jpg 
126181295588,2015-08-08,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126181295588.jpg ""> 
<div class=""caption"">
 <p>Students hard at work cleaning out the Old Arboretum, with the Administration Building in the background.</p>
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1934/"" target=""_blank"">1934 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho; arboretum; photography; 1930s,../../media/126181295588.jpg 
126260774835,2015-08-09,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126260774835.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1934/"" target=""_blank"">1934 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho; 1930s,../../media/126260774835.jpg 
126346067807,2015-08-10,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126346067807.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1934/"" target=""_blank"">1934 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho; men; vintage men; 1930s,../../media/126346067807.jpg 
126431548997,2015-08-11,"<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126431548997_0.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126431548997_1.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126431548997_2.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126431548997_3.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126431548997_4.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126431548997_5.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126431548997_6.jpg""> </p> 
<div class=""caption"">
 <p>1934 Beauty Queens of the University of Idaho</p>
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1934/"" target=""_blank"">1934 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes;yes;yes;yes;yes;yes;yes,vintage; vintage fashion; fashion; history; 1930s; 1930s fashion; 1930s style; portraits; photography; idaho; uidaho; university of idaho,../../media/126431548997_1.jpg ;../../media/126431548997_2.jpg ;../../media/126431548997_3.jpg ;../../media/126431548997_4.jpg ;../../media/126431548997_5.jpg ;../../media/126431548997_6.jpg ;../../media/126431548997_7.jpg 
126514248183,2015-08-12,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126514248183.jpg ""> 
<div class=""caption"">
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1945/"" target=""_blank"">1945 Gem of the Mountains Digital Yearbook</a></p> 
</div>",yes,vintage; history; idaho; university of idaho; uidaho,../../media/126514248183.jpg 
126595442415,2015-08-13,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/126595442415.jpg ""> 
<div class=""caption"">
 <p> From the <a href=""http://www.lib.uidaho.edu/digital/gem/1945/"" target=""_blank"">1945 Gem of the Mountains Digital Yearbook</a> <br></p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho,../../media/126595442415.jpg 
